trial,id,mode,film_a,film_b,lens,chunk_count,retrieval_failed_gates,retrieval_guardrails_passed,answer_passed,answer_quality_score,answer_faithfulness,answer_relevance,answer_coverage_level,answer_coverage_score,answer_retry_used,answer_failure_count,answer_judge_available,answer_judge_gate_passed,answer_first_passed,response_latency_seconds,latency_generated,latency_error
2,analyze_gone_girl_performance,analyze_film,gone-girl,,Performance,12,,True,True,4.8,,,high,1.0,True,0,True,,,,,
2,analyze_prisoners_justice,analyze_film,prisoners,,Justice,12,,True,True,,,,high,0.76,False,0,False,,,,,
2,analyze_fight_club_identity,analyze_film,fight-club,,Identity,12,,True,True,4.7,,,high,1.0,False,0,True,,,,,
2,analyze_se7en_justice,analyze_film,se7en,,Justice,12,,True,True,4.9,,,high,0.93,False,0,True,,,,,
2,analyze_shutter_island_trauma,analyze_film,shutter-island,,Trauma,12,,True,True,4.5,,,high,1.0,False,0,True,,,,,
2,analyze_mulholland_drive_identity,analyze_film,mulholland-drive,,Identity,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
2,analyze_shawshank_justice,analyze_film,shawshank-redemption,,Justice,12,,True,,,,,,,,,,,,,,
2,analyze_cuckoo_freedom,analyze_film,one-flew-over-the-cuckoos-nest,,Freedom,12,,True,,,,,,,,,,,,,,
2,analyze_lambs_identity,analyze_film,silence-of-the-lambs,,Identity,12,,True,,,,,,,,,,,,,,
2,analyze_prestige_obsession,analyze_film,the-prestige,,Obsession,12,,True,,,,,,,,,,,,,,
2,analyze_sixth_sense_trauma,analyze_film,sixth-sense,,Trauma,12,,True,,,,,,,,,,,,,,
2,analyze_prisoners_violence,analyze_film,prisoners,,Violence,12,text_lens_relevance,False,,,,,,,,,,,,,,
2,analyze_requiem_trauma,analyze_film,requiem-for-a-dream,,Trauma,12,,True,,,,,,,,,,,,,,
2,analyze_donnie_isolation,analyze_film,donnie-darko,,Isolation,12,,True,,,,,,,,,,,,,,
2,analyze_memento_identity,analyze_film,memento,,Identity,12,,True,,,,,,,,,,,,,,
2,analyze_taxi_driver_violence,analyze_film,taxi-driver,,Violence,12,,True,,,,,,,,,,,,,,
2,analyze_black_swan_obsession,analyze_film,black-swan,,Obsession,12,,True,,,,,,,,,,,,,,
2,analyze_truman_performance,analyze_film,truman-show,,Performance,12,,True,,,,,,,,,,,,,,
2,compare_memento_shutter_guilt,compare_films,memento,shutter-island,Guilt,12,,True,True,4.9,,,high,1.0,False,0,True,,,,,
2,compare_memento_shutter_reality,compare_films,memento,shutter-island,Illusion,12,text_lens_relevance,False,,,,,,,,,,,,,,
2,compare_black_swan_prestige_performance,compare_films,black-swan,the-prestige,Performance,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
2,compare_taxi_fight_violence,compare_films,taxi-driver,fight-club,Violence,12,,True,True,4.8,,,high,0.92,False,0,True,,,,,
2,compare_truman_gone_girl_control,compare_films,truman-show,gone-girl,Control,12,,True,True,4.7,,,high,1.0,False,0,True,,,,,
2,compare_truman_gone_girl_performance,compare_films,truman-show,gone-girl,Performance,12,,True,True,4.9,,,high,0.92,False,0,True,,,,,
2,compare_se7en_prisoners_justice,compare_films,se7en,prisoners,Justice,12,,True,True,4.9,,,high,1.0,False,0,True,,,,,
2,compare_shawshank_cuckoo_control,compare_films,shawshank-redemption,one-flew-over-the-cuckoos-nest,Control,12,,True,True,4.9,,,high,1.0,False,0,True,,,,,
2,compare_shawshank_truman_freedom,compare_films,shawshank-redemption,truman-show,Freedom,12,,True,True,4.9,,,high,1.0,False,0,True,,,,,
2,compare_shawshank_se7en_justice,compare_films,shawshank-redemption,se7en,Justice,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
2,compare_fight_club_black_swan_identity,compare_films,fight-club,black-swan,Identity,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
2,compare_fight_club_prestige_obsession,compare_films,fight-club,the-prestige,Obsession,12,,True,True,4.6,,,high,1.0,False,0,True,,,,,
2,compare_fight_club_gone_girl_identity,compare_films,fight-club,gone-girl,Identity,12,,True,True,4.9,,,high,0.92,False,0,True,,,,,
2,compare_cuckoo_lambs_control,compare_films,one-flew-over-the-cuckoos-nest,silence-of-the-lambs,Control,12,,True,True,4.7,,,high,0.92,False,0,True,,,,,
2,compare_cuckoo_truman_freedom,compare_films,one-flew-over-the-cuckoos-nest,truman-show,Freedom,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
2,compare_se7en_machinist_guilt,compare_films,se7en,the-machinist,Guilt,12,,True,True,4.6,,,high,1.0,False,0,True,,,,,
2,compare_se7en_requiem_obsession,compare_films,se7en,requiem-for-a-dream,Obsession,12,,True,True,4.7,,,high,1.0,False,0,True,,,,,
2,compare_lambs_black_swan_control,compare_films,silence-of-the-lambs,black-swan,Control,12,,True,True,4.6,,,high,1.0,False,0,True,,,,,
2,compare_lambs_gone_girl_identity,compare_films,silence-of-the-lambs,gone-girl,Identity,12,,True,True,4.7,,,high,0.84,False,0,True,,,,,
2,compare_prestige_truman_performance,compare_films,the-prestige,truman-show,Performance,12,,True,True,4.9,,,high,1.0,False,0,True,,,,,
2,compare_prestige_requiem_obsession,compare_films,the-prestige,requiem-for-a-dream,Obsession,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
2,compare_memento_donnie_reality,compare_films,memento,donnie-darko,Illusion,12,text_lens_relevance,False,True,4.8,,,high,0.92,False,0,True,,,,,
2,compare_memento_machinist_identity,compare_films,memento,the-machinist,Identity,12,,True,True,4.7,,,high,1.0,False,0,True,,,,,
2,compare_taxi_donnie_isolation,compare_films,taxi-driver,donnie-darko,Isolation,12,,True,True,4.7,,,high,1.0,False,0,True,,,,,
2,compare_shutter_donnie_trauma,compare_films,shutter-island,donnie-darko,Trauma,12,,True,True,4.9,,,high,1.0,False,0,True,,,,,
2,compare_shutter_mulholland_reality,compare_films,shutter-island,mulholland-drive,Illusion,12,text_lens_relevance,False,True,5.0,,,high,0.84,False,0,True,,,,,
2,compare_black_swan_requiem_obsession,compare_films,black-swan,requiem-for-a-dream,Obsession,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
2,compare_sixth_sense_machinist_trauma,compare_films,sixth-sense,the-machinist,Trauma,12,,True,True,4.9,,,high,1.0,False,0,True,,,,,
2,compare_requiem_machinist_trauma,compare_films,requiem-for-a-dream,the-machinist,Trauma,12,,True,True,4.7,,,high,1.0,False,0,True,,,,,
2,compare_mulholland_truman_reality,compare_films,mulholland-drive,truman-show,Illusion,12,text_lens_relevance,False,True,5.0,,,high,1.0,False,0,True,,,,,
2,compare_shawshank_cuckoo_freedom,compare_films,shawshank-redemption,one-flew-over-the-cuckoos-nest,Freedom,12,,True,,,,,,,,,,,,,,
2,compare_shawshank_prisoners_justice,compare_films,shawshank-redemption,prisoners,Justice,12,,True,,,,,,,,,,,,,,
2,compare_shawshank_truman_control,compare_films,shawshank-redemption,truman-show,Control,12,,True,,,,,,,,,,,,,,
2,compare_fight_se7en_violence,compare_films,fight-club,se7en,Violence,12,,True,,,,,,,,,,,,,,
2,compare_fight_memento_identity,compare_films,fight-club,memento,Identity,12,,True,,,,,,,,,,,,,,
2,compare_fight_lambs_identity,compare_films,fight-club,silence-of-the-lambs,Identity,12,,True,,,,,,,,,,,,,,
2,compare_fight_black_swan_obsession,compare_films,fight-club,black-swan,Obsession,12,,True,,,,,,,,,,,,,,
2,compare_cuckoo_black_swan_control,compare_films,one-flew-over-the-cuckoos-nest,black-swan,Control,12,,True,,,,,,,,,,,,,,
2,compare_cuckoo_truman_control,compare_films,one-flew-over-the-cuckoos-nest,truman-show,Control,12,,True,,,,,,,,,,,,,,
2,compare_cuckoo_lambs_identity,compare_films,one-flew-over-the-cuckoos-nest,silence-of-the-lambs,Identity,12,,True,,,,,,,,,,,,,,
2,compare_se7en_memento_guilt,compare_films,se7en,memento,Guilt,12,text_lens_relevance,False,,,,,,,,,,,,,,
2,compare_se7en_prisoners_violence,compare_films,se7en,prisoners,Violence,12,,True,,,,,,,,,,,,,,
2,compare_lambs_gone_girl_control,compare_films,silence-of-the-lambs,gone-girl,Control,12,,True,,,,,,,,,,,,,,
2,compare_lambs_black_swan_identity,compare_films,silence-of-the-lambs,black-swan,Identity,12,,True,,,,,,,,,,,,,,
2,compare_prestige_black_swan_obsession,compare_films,the-prestige,black-swan,Obsession,12,,True,,,,,,,,,,,,,,
2,compare_prestige_mulholland_performance,compare_films,the-prestige,mulholland-drive,Performance,12,,True,,,,,,,,,,,,,,
2,compare_memento_mulholland_reality,compare_films,memento,mulholland-drive,Illusion,12,text_lens_relevance,False,,,,,,,,,,,,,,
2,compare_memento_sixth_reality,compare_films,memento,sixth-sense,Illusion,12,text_lens_relevance,False,,,,,,,,,,,,,,
2,compare_taxi_sixth_isolation,compare_films,taxi-driver,sixth-sense,Isolation,12,,True,,,,,,,,,,,,,,
2,compare_taxi_prisoners_violence,compare_films,taxi-driver,prisoners,Violence,12,,True,,,,,,,,,,,,,,
2,compare_shutter_sixth_trauma,compare_films,shutter-island,sixth-sense,Trauma,12,,True,,,,,,,,,,,,,,
2,compare_shutter_machinist_guilt,compare_films,shutter-island,the-machinist,Guilt,12,,True,,,,,,,,,,,,,,
2,compare_black_gone_girl_performance,compare_films,black-swan,gone-girl,Performance,12,,True,,,,,,,,,,,,,,
2,compare_black_mulholland_identity,compare_films,black-swan,mulholland-drive,Identity,12,,True,,,,,,,,,,,,,,
2,compare_sixth_donnie_trauma,compare_films,sixth-sense,donnie-darko,Trauma,12,,True,,,,,,,,,,,,,,
2,compare_sixth_requiem_trauma,compare_films,sixth-sense,requiem-for-a-dream,Trauma,12,,True,,,,,,,,,,,,,,
2,compare_prisoners_requiem_obsession,compare_films,prisoners,requiem-for-a-dream,Obsession,12,text_lens_relevance,False,,,,,,,,,,,,,,
2,compare_requiem_donnie_trauma,compare_films,requiem-for-a-dream,donnie-darko,Trauma,12,,True,,,,,,,,,,,,,,
2,compare_requiem_black_swan_control,compare_films,requiem-for-a-dream,black-swan,Control,12,,True,,,,,,,,,,,,,,
2,compare_donnie_truman_reality,compare_films,donnie-darko,truman-show,Illusion,12,text_lens_relevance,False,,,,,,,,,,,,,,
2,compare_donnie_mulholland_reality,compare_films,donnie-darko,mulholland-drive,Illusion,12,text_lens_relevance,False,,,,,,,,,,,,,,
2,compare_machinist_memento_guilt,compare_films,the-machinist,memento,Guilt,12,,True,,,,,,,,,,,,,,
2,compare_machinist_black_swan_identity,compare_films,the-machinist,black-swan,Identity,12,,True,,,,,,,,,,,,,,
2,compare_mulholland_truman_performance,compare_films,mulholland-drive,truman-show,Performance,12,,True,,,,,,,,,,,,,,
2,lens_memory,explore_lens,,,Memory,12,lens_breadth,False,,,,,,,,,,,,,,
2,lens_performance,explore_lens,,,Performance,12,,True,,,,,,,,,,,,,,
2,lens_justice,explore_lens,,,Justice,12,lens_breadth,False,,,,,,,,,,,,,,
2,lens_control,explore_lens,,,Control,12,,True,,,,,,,,,,,,,,
2,lens_reality,explore_lens,,,Illusion,12,,True,,,,,,,,,,,,,,
2,lens_trauma,explore_lens,,,Trauma,12,,True,,,,,,,,,,,,,,
2,lens_identity,explore_lens,,,Identity,12,,True,,,,,,,,,,,,,,
2,lens_obsession,explore_lens,,,Obsession,12,,True,,,,,,,,,,,,,,
2,lens_freedom,explore_lens,,,Freedom,12,lens_breadth,False,,,,,,,,,,,,,,
2,lens_isolation,explore_lens,,,Isolation,12,lens_breadth,False,,,,,,,,,,,,,,
2,lens_guilt,explore_lens,,,Guilt,12,,True,,,,,,,,,,,,,,
2,lens_violence,explore_lens,,,Violence,12,lens_breadth,False,,,,,,,,,,,,,,
3,analyze_memento_memory,analyze_film,memento,,Memory,12,,True,True,4.9,,,high,1.0,False,0,True,,,11.398,True,
3,analyze_black_swan_performance,analyze_film,black-swan,,Performance,12,,True,True,5.0,,,high,1.0,False,0,True,,,4.42,False,
3,analyze_taxi_driver_isolation,analyze_film,taxi-driver,,Isolation,12,,True,True,5.0,,,high,0.93,False,0,True,,,28.301,False,
3,analyze_machinist_guilt,analyze_film,the-machinist,,Guilt,12,,True,True,5.0,,,high,1.0,False,0,True,,,4.174,False,
3,analyze_donnie_darko_reality,analyze_film,donnie-darko,,Illusion,12,text_lens_relevance,False,True,4.8,,,high,1.0,False,0,True,,,24.175,False,
3,analyze_truman_control,analyze_film,truman-show,,Control,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
3,analyze_gone_girl_performance,analyze_film,gone-girl,,Performance,12,,True,True,4.8,,,high,1.0,True,0,True,,,,,
3,analyze_prisoners_justice,analyze_film,prisoners,,Justice,12,,True,True,,,,high,0.76,False,0,False,,,,,
3,analyze_fight_club_identity,analyze_film,fight-club,,Identity,12,,True,True,4.7,,,high,1.0,False,0,True,,,,,
3,analyze_se7en_justice,analyze_film,se7en,,Justice,12,,True,True,4.9,,,high,0.93,False,0,True,,,,,
3,analyze_shutter_island_trauma,analyze_film,shutter-island,,Trauma,12,,True,True,4.5,,,high,1.0,False,0,True,,,,,
3,analyze_mulholland_drive_identity,analyze_film,mulholland-drive,,Identity,12,,True,True,5.0,,,high,1.0,False,0,True,,,,,
3,analyze_shawshank_justice,analyze_film,shawshank-redemption,,Justice,12,,True,,,,,,,,,,,,,,
3,analyze_cuckoo_freedom,analyze_film,one-flew-over-the-cuckoos-nest,,Freedom,12,,True,,,,,,,,,,,,,,
3,analyze_lambs_identity,analyze_film,silence-of-the-lambs,,Identity,12,,True,,,,,,,,,,,,,,
3,analyze_prestige_obsession,analyze_film,the-prestige,,Obsession,12,,True,,,,,,,,,,,,,,
3,analyze_sixth_sense_trauma,analyze_film,sixth-sense,,Trauma,12,,True,,,,,,,,,,,,,,
3,analyze_prisoners_violence,analyze_film,prisoners,,Violence,12,text_lens_relevance,False,,,,,,,,,,,,,,
3,analyze_requiem_trauma,analyze_film,requiem-for-a-dream,,Trauma,12,,True,,,,,,,,,,,,,,
3,analyze_donnie_isolation,analyze_film,donnie-darko,,Isolation,12,,True,,,,,,,,,,,,,,
3,analyze_memento_identity,analyze_film,memento,,Identity,12,,True,,,,,,,,,,,,,,
3,analyze_taxi_driver_violence,analyze_film,taxi-driver,,Violence,12,,True,,,,,,,,,,,,,,
3,analyze_black_swan_obsession,analyze_film,black-swan,,Obsession,12,,True,,,,,,,,,,,,,,
3,analyze_truman_performance,analyze_film,truman-show,,Performance,12,,True,,,,,,,,,,,,,,
3,compare_memento_shutter_guilt,compare_films,memento,shutter-island,Guilt,12,,True,True,4.9,,,high,1.0,False,0,True,,,,,
